"","Global_active_power","Global_reactive_power","Voltage","Sub_metering_1","Sub_metering_2","Sub_metering_3","Datetime"
"418",2.974,0.118,240.31,0,0,17,2007-02-01 06:57:00
"419",2.924,0,241.08,0,0,18,2007-02-01 06:58:00
"420",2.912,0,241.48,0,0,18,2007-02-01 06:59:00
"421",2.708,0,241.55,0,0,18,2007-02-01 07:00:00
"422",3.18,0,240.46,0,0,18,2007-02-01 07:01:00
"423",3.026,0,240.23,0,0,17,2007-02-01 07:02:00
"424",2.992,0,240,0,0,18,2007-02-01 07:03:00
"425",2.938,0,239.54,0,0,17,2007-02-01 07:04:00
"426",2.93,0,239.8,0,0,18,2007-02-01 07:05:00
"427",2.934,0,240.06,0,0,18,2007-02-01 07:06:00
"428",2.894,0,239.77,0,0,17,2007-02-01 07:07:00
"429",2.842,0,238.82,0,0,18,2007-02-01 07:08:00
"430",2.874,0,240.23,0,0,18,2007-02-01 07:09:00
"431",2.36,0,242.68,0,0,18,2007-02-01 07:10:00
"432",2.106,0,243.29,0,0,18,2007-02-01 07:11:00
"433",2.126,0,242.09,0,0,18,2007-02-01 07:12:00
"434",2.108,0,241.56,0,0,18,2007-02-01 07:13:00
"435",2.108,0,241.18,0,0,17,2007-02-01 07:14:00
"436",2.108,0,240.6,0,0,18,2007-02-01 07:15:00
"437",2.12,0,240.61,0,0,18,2007-02-01 07:16:00
"438",2.116,0,240.22,0,0,18,2007-02-01 07:17:00
"439",2.06,0,239.65,0,0,17,2007-02-01 07:18:00
"440",2.586,0,239.34,0,0,18,2007-02-01 07:19:00
"441",2.448,0.094,239.06,0,0,17,2007-02-01 07:20:00
"442",2.088,0.102,240.27,0,0,18,2007-02-01 07:21:00
"443",2.15,0.092,239.63,0,0,18,2007-02-01 07:22:00
"444",2.206,0.09,239.79,0,0,17,2007-02-01 07:23:00
"445",2.292,0.18,239.56,0,0,18,2007-02-01 07:24:00
"446",2.32,0.22,239.29,0,0,17,2007-02-01 07:25:00
"447",2.494,0.212,238.52,0,0,18,2007-02-01 07:26:00
"448",2.67,0.214,239.1,0,0,17,2007-02-01 07:27:00
"449",3.066,0.212,239.75,0,0,18,2007-02-01 07:28:00
"450",2.76,0.214,240.02,0,0,18,2007-02-01 07:29:00
"451",3.07,0.222,239.36,0,0,17,2007-02-01 07:30:00
"452",3.004,0.162,238.98,0,0,18,2007-02-01 07:31:00
"453",3.492,0.114,237.96,0,0,17,2007-02-01 07:32:00
"454",3.628,0.114,237.51,0,0,17,2007-02-01 07:33:00
"455",3.73,0.114,237.61,0,0,18,2007-02-01 07:34:00
"456",4.332,0.228,236.96,0,0,17,2007-02-01 07:35:00
"457",3.904,0.108,236.51,0,0,17,2007-02-01 07:36:00
"458",3.766,0.11,237.17,0,0,17,2007-02-01 07:37:00
"459",5.268,0.102,236.55,0,0,17,2007-02-01 07:38:00
"460",7.482,0,233.62,0,0,17,2007-02-01 07:39:00
"461",5.024,0,236.41,0,0,17,2007-02-01 07:40:00
"462",3.592,0,237.72,0,0,18,2007-02-01 07:41:00
"463",4.684,0,236.48,0,0,17,2007-02-01 07:42:00
"464",4.764,0,236.33,0,0,17,2007-02-01 07:43:00
"465",3.552,0,237.91,0,0,17,2007-02-01 07:44:00
"466",3.466,0,236.38,0,0,17,2007-02-01 07:45:00
"467",3.286,0,237.14,0,0,18,2007-02-01 07:46:00
"468",3.2,0,236.82,0,0,17,2007-02-01 07:47:00
"469",3.196,0,236.65,0,0,17,2007-02-01 07:48:00
"470",3.332,0,236.21,0,0,17,2007-02-01 07:49:00
"471",3.406,0.166,236.64,0,0,17,2007-02-01 07:50:00
"472",3.184,0.154,236.56,0,0,17,2007-02-01 07:51:00
"473",2.96,0.146,236.3,0,0,18,2007-02-01 07:52:00
"474",2.874,0.086,236.54,0,0,17,2007-02-01 07:53:00
"475",2.58,0,236.75,0,0,17,2007-02-01 07:54:00
"476",2.566,0,236.46,0,0,17,2007-02-01 07:55:00
"477",2.546,0,235.46,0,0,17,2007-02-01 07:56:00
"478",2.634,0.046,236.31,0,0,17,2007-02-01 07:57:00
"479",2.678,0.102,236.8,0,0,17,2007-02-01 07:58:00
"480",2.686,0.1,236.51,0,0,18,2007-02-01 07:59:00
"481",2.832,0.22,235.97,0,0,17,2007-02-01 08:00:00
"482",2.744,0.194,235.22,0,0,17,2007-02-01 08:01:00
"483",2.728,0.196,235.77,0,0,17,2007-02-01 08:02:00
"484",2.708,0.192,234.86,0,0,17,2007-02-01 08:03:00
"485",2.694,0.19,234.29,0,0,16,2007-02-01 08:04:00
"486",2.788,0.186,233.78,0,0,17,2007-02-01 08:05:00
"487",2.812,0.188,234.29,0,0,17,2007-02-01 08:06:00
"488",2.82,0.2,234.31,0,0,17,2007-02-01 08:07:00
"489",2.886,0.214,233.84,0,0,17,2007-02-01 08:08:00
"490",4.116,0.194,233.05,2,0,16,2007-02-01 08:09:00
"491",2.878,0.2,234.55,1,0,17,2007-02-01 08:10:00
"492",2.86,0.196,233.91,1,0,17,2007-02-01 08:11:00
"493",2.766,0.198,234.08,1,0,17,2007-02-01 08:12:00
"494",2.66,0.17,234.31,2,0,17,2007-02-01 08:13:00
"495",2.516,0,235.01,1,0,17,2007-02-01 08:14:00
"496",2.698,0.174,235.51,1,0,17,2007-02-01 08:15:00
"497",2.99,0.186,237.83,1,0,17,2007-02-01 08:16:00
"498",2.632,0.08,238.63,1,0,17,2007-02-01 08:17:00
"499",2.664,0,238.59,2,0,18,2007-02-01 08:18:00
"500",2.712,0,238.06,1,0,17,2007-02-01 08:19:00
"501",2.702,0,238.42,1,0,18,2007-02-01 08:20:00
"502",2.906,0,238.67,1,0,17,2007-02-01 08:21:00
"503",3.246,0,238.01,2,0,18,2007-02-01 08:22:00
"504",2.774,0,237.86,1,0,17,2007-02-01 08:23:00
"505",2.768,0,237.86,1,0,17,2007-02-01 08:24:00
"506",2.774,0,238.23,1,0,18,2007-02-01 08:25:00
"507",2.75,0,237.47,1,0,17,2007-02-01 08:26:00
"508",2.744,0,238.13,1,0,17,2007-02-01 08:27:00
"509",2.764,0,237.45,1,0,18,2007-02-01 08:28:00
"510",4.348,0,236.19,27,0,17,2007-02-01 08:29:00
"511",4.982,0,236.12,38,0,17,2007-02-01 08:30:00
"512",4.966,0,235.88,37,0,17,2007-02-01 08:31:00
"513",5.02,0,235.42,37,0,17,2007-02-01 08:32:00
"514",4.978,0,235.49,38,0,17,2007-02-01 08:33:00
"515",4.866,0,234.55,37,0,17,2007-02-01 08:34:00
"516",4.84,0,235.38,37,0,17,2007-02-01 08:35:00
"517",4.888,0,236.07,37,0,17,2007-02-01 08:36:00
"518",5.176,0,234.84,37,0,17,2007-02-01 08:37:00
"519",4.506,0,234.93,37,0,17,2007-02-01 08:38:00
"520",4.608,0.048,235,37,0,17,2007-02-01 08:39:00
"521",4.718,0.088,234.17,37,0,16,2007-02-01 08:40:00
"522",4.7,0.086,233.91,37,0,17,2007-02-01 08:41:00
"523",4.672,0.09,235.15,37,0,17,2007-02-01 08:42:00
"524",2.62,0.11,237.55,2,0,17,2007-02-01 08:43:00
"525",2.588,0.182,237.12,1,0,18,2007-02-01 08:44:00
"526",2.758,0.42,236.48,1,1,17,2007-02-01 08:45:00
"527",2.904,0.408,237.01,2,1,17,2007-02-01 08:46:00
"528",2.906,0.4,236.94,1,1,17,2007-02-01 08:47:00
"529",2.98,0.482,236.67,1,2,18,2007-02-01 08:48:00
"530",2.984,0.5,237,1,1,17,2007-02-01 08:49:00
"531",2.968,0.494,236.34,1,1,17,2007-02-01 08:50:00
"532",2.956,0.488,235.65,2,2,17,2007-02-01 08:51:00
"533",2.96,0.49,235.71,1,1,17,2007-02-01 08:52:00
"534",2.962,0.492,235.82,1,2,17,2007-02-01 08:53:00
"535",2.898,0.464,235.85,1,1,17,2007-02-01 08:54:00
"536",3.248,0.19,235.92,1,1,17,2007-02-01 08:55:00
"537",2.746,0.194,236.25,2,2,17,2007-02-01 08:56:00
"538",2.744,0.192,236.13,1,1,17,2007-02-01 08:57:00
"539",2.754,0.196,236.76,1,1,18,2007-02-01 08:58:00
"540",2.664,0.176,236.91,1,2,17,2007-02-01 08:59:00
"541",3.26,0.136,236.02,1,1,17,2007-02-01 09:00:00
"542",2.402,0.104,237.23,2,1,17,2007-02-01 09:01:00
"543",2.406,0.106,237.48,1,2,17,2007-02-01 09:02:00
"544",2.41,0.108,237.82,1,1,18,2007-02-01 09:03:00
"545",2.164,0.106,237.98,1,1,17,2007-02-01 09:04:00
"546",1.906,0.104,238.35,1,1,18,2007-02-01 09:05:00
"547",1.898,0.102,237.72,2,2,17,2007-02-01 09:06:00
"548",1.904,0.104,237.89,1,1,17,2007-02-01 09:07:00
"549",1.908,0.104,238.19,1,1,18,2007-02-01 09:08:00
"550",1.902,0.104,237.85,1,1,17,2007-02-01 09:09:00
"551",1.904,0.104,237.88,1,1,17,2007-02-01 09:10:00
"552",1.896,0.102,237.5,2,2,18,2007-02-01 09:11:00
"553",1.9,0.102,237.7,1,1,17,2007-02-01 09:12:00
"554",1.85,0,237.38,1,0,17,2007-02-01 09:13:00
"555",1.84,0,238.28,1,0,18,2007-02-01 09:14:00
"556",1.83,0,237.77,1,0,17,2007-02-01 09:15:00
"557",1.83,0,237.68,2,0,17,2007-02-01 09:16:00
"558",1.81,0,237.45,1,0,18,2007-02-01 09:17:00
"559",1.658,0,237.34,1,0,17,2007-02-01 09:18:00
"560",1.654,0,237.28,1,0,17,2007-02-01 09:19:00
"561",1.722,0.056,236.79,2,0,17,2007-02-01 09:20:00
"562",1.76,0.114,237.17,1,0,18,2007-02-01 09:21:00
"563",1.768,0.116,237.31,1,0,17,2007-02-01 09:22:00
"564",1.766,0.116,237.3,1,0,17,2007-02-01 09:23:00
"565",1.842,0.118,237.74,1,0,17,2007-02-01 09:24:00
"566",1.678,0.128,237.89,2,0,18,2007-02-01 09:25:00
"567",1.444,0.12,237.6,1,0,17,2007-02-01 09:26:00
"568",1.444,0.122,237.92,1,0,17,2007-02-01 09:27:00
"569",1.448,0.124,238.27,1,0,18,2007-02-01 09:28:00
"570",1.444,0.122,238.1,2,0,17,2007-02-01 09:29:00
"571",1.448,0.124,238.54,1,0,18,2007-02-01 09:30:00
"572",1.444,0.126,238.71,1,0,17,2007-02-01 09:31:00
"573",1.434,0.122,238.06,1,0,18,2007-02-01 09:32:00
"574",1.518,0.216,237.85,1,0,17,2007-02-01 09:33:00
"575",1.49,0.256,237.55,1,0,17,2007-02-01 09:34:00
"576",1.474,0.248,237.38,1,0,17,2007-02-01 09:35:00
"577",1.458,0.246,237.49,1,0,18,2007-02-01 09:36:00
"578",1.518,0.234,237.46,1,0,17,2007-02-01 09:37:00
"579",1.444,0.116,238.82,1,0,18,2007-02-01 09:38:00
"580",1.43,0.098,238.51,2,0,17,2007-02-01 09:39:00
"581",1.418,0.094,238.16,1,0,17,2007-02-01 09:40:00
"582",1.42,0.094,238.16,1,0,18,2007-02-01 09:41:00
"583",1.416,0.094,238.1,1,0,17,2007-02-01 09:42:00
"584",1.406,0.092,237.5,1,0,17,2007-02-01 09:43:00
"585",1.384,0.104,237.39,1,0,18,2007-02-01 09:44:00
"586",1.348,0.076,238.03,1,0,17,2007-02-01 09:45:00
"587",1.3,0,238.16,1,0,17,2007-02-01 09:46:00
"588",1.332,0,238.27,1,0,18,2007-02-01 09:47:00
"589",2.402,0,236.87,17,0,17,2007-02-01 09:48:00
"590",3.496,0,235.98,37,0,17,2007-02-01 09:49:00
"591",3.492,0,235.93,37,0,17,2007-02-01 09:50:00
"592",3.502,0,236.29,38,0,17,2007-02-01 09:51:00
"593",3.494,0,235.84,37,0,17,2007-02-01 09:52:00
"594",3.486,0,235.61,37,0,17,2007-02-01 09:53:00
"595",3.492,0,236,37,0,18,2007-02-01 09:54:00
"596",3.504,0,236.53,37,0,17,2007-02-01 09:55:00
"597",3.518,0,237.18,38,0,17,2007-02-01 09:56:00
"598",3.52,0,236.98,38,0,17,2007-02-01 09:57:00
"599",3.51,0,236.81,37,0,17,2007-02-01 09:58:00
"600",3.502,0,236.86,37,0,18,2007-02-01 09:59:00
"601",3.52,0,237.37,38,0,17,2007-02-01 10:00:00
"602",3.508,0,237.14,37,0,17,2007-02-01 10:01:00
"603",3.5,0,236.93,37,0,17,2007-02-01 10:02:00
"604",2.368,0.114,237.16,19,0,17,2007-02-01 10:03:00
"605",1.376,0.112,237.75,0,0,18,2007-02-01 10:04:00
"606",1.38,0.116,238.34,0,0,17,2007-02-01 10:05:00
"607",1.378,0.12,237.81,0,0,18,2007-02-01 10:06:00
"608",1.394,0.148,237.15,0,0,17,2007-02-01 10:07:00
"609",1.372,0.116,236.94,1,0,17,2007-02-01 10:08:00
"610",1.358,0.108,236.76,0,0,17,2007-02-01 10:09:00
"611",1.356,0.11,236.83,0,0,17,2007-02-01 10:10:00
"612",1.348,0.106,236.06,0,0,17,2007-02-01 10:11:00
"613",1.352,0.108,236.58,0,0,18,2007-02-01 10:12:00
"614",1.348,0.106,236.21,0,0,17,2007-02-01 10:13:00
"615",1.362,0.112,237.57,0,0,17,2007-02-01 10:14:00
"616",1.358,0.11,237.39,0,0,17,2007-02-01 10:15:00
"617",1.362,0.112,237.72,0,0,18,2007-02-01 10:16:00
"618",1.368,0.116,238.37,0,0,17,2007-02-01 10:17:00
"619",1.344,0.074,238.78,0,0,18,2007-02-01 10:18:00
"620",1.282,0,238.9,0,0,17,2007-02-01 10:19:00
"621",1.322,0,239.14,0,0,18,2007-02-01 10:20:00
"622",1.36,0.09,239.1,0,0,17,2007-02-01 10:21:00
"623",1.348,0.086,238.03,0,0,17,2007-02-01 10:22:00
"624",1.352,0.086,238.23,0,0,18,2007-02-01 10:23:00
"625",1.356,0.088,238.8,0,0,17,2007-02-01 10:24:00
"626",1.356,0.088,238.89,0,0,18,2007-02-01 10:25:00
"627",1.352,0.088,238.55,0,0,17,2007-02-01 10:26:00
"628",1.356,0.09,239.25,0,0,18,2007-02-01 10:27:00
"629",1.352,0.088,238.81,0,0,17,2007-02-01 10:28:00
"630",1.344,0.086,238.3,0,0,18,2007-02-01 10:29:00
"631",1.344,0.086,238.25,0,0,17,2007-02-01 10:30:00
"632",1.342,0.086,238.25,0,0,17,2007-02-01 10:31:00
"633",1.288,0,238.14,0,0,18,2007-02-01 10:32:00
"634",1.266,0,237.4,0,0,17,2007-02-01 10:33:00
"635",1.262,0,237.05,0,0,17,2007-02-01 10:34:00
"636",1.276,0,238.34,0,0,18,2007-02-01 10:35:00
"637",1.278,0,238.57,0,0,17,2007-02-01 10:36:00
"638",1.286,0,238.52,0,0,18,2007-02-01 10:37:00
"639",1.31,0,238.69,0,0,17,2007-02-01 10:38:00
"640",1.28,0,238.66,0,0,18,2007-02-01 10:39:00
"641",1.286,0,239.26,0,0,17,2007-02-01 10:40:00
"642",1.284,0,239.18,0,0,18,2007-02-01 10:41:00
"643",1.29,0,239.65,0,0,17,2007-02-01 10:42:00
"644",1.302,0,239.11,0,0,18,2007-02-01 10:43:00
"645",1.392,0.118,239.06,0,0,17,2007-02-01 10:44:00
"646",1.4,0.122,239.87,0,0,18,2007-02-01 10:45:00
"647",1.394,0.122,239.69,0,0,17,2007-02-01 10:46:00
"648",1.4,0.124,240.31,0,0,18,2007-02-01 10:47:00
"649",1.402,0.126,240.65,0,0,18,2007-02-01 10:48:00
"650",1.406,0.128,241.27,0,0,18,2007-02-01 10:49:00
"651",1.406,0.13,241.42,0,0,18,2007-02-01 10:50:00
"652",1.4,0.128,240.88,0,0,17,2007-02-01 10:51:00
"653",1.41,0.128,241.1,0,0,18,2007-02-01 10:52:00
"654",1.406,0.128,241,0,0,18,2007-02-01 10:53:00
"655",1.396,0.124,240.19,0,0,18,2007-02-01 10:54:00
"656",1.386,0.122,239.64,0,0,17,2007-02-01 10:55:00
"657",1.366,0.114,238.13,0,0,18,2007-02-01 10:56:00
"658",1.37,0.116,238.56,0,0,17,2007-02-01 10:57:00
"659",1.372,0.116,238.76,0,0,18,2007-02-01 10:58:00
"660",1.328,0.05,239.18,0,0,17,2007-02-01 10:59:00
"661",1.28,0,238.74,0,0,17,2007-02-01 11:00:00
"662",1.276,0,238.44,0,0,18,2007-02-01 11:01:00
"663",1.282,0,238.95,0,0,17,2007-02-01 11:02:00
"664",1.278,0,238.52,0,0,18,2007-02-01 11:03:00
"665",1.27,0,237.86,0,0,17,2007-02-01 11:04:00
"666",1.27,0,237.69,0,0,18,2007-02-01 11:05:00
"667",1.274,0,238.16,0,0,17,2007-02-01 11:06:00
"668",1.328,0,238.37,0,0,17,2007-02-01 11:07:00
"669",1.364,0.09,239,0,0,18,2007-02-01 11:08:00
"670",1.366,0.09,239.1,0,0,17,2007-02-01 11:09:00
"671",1.362,0.09,238.87,0,0,18,2007-02-01 11:10:00
"672",1.364,0.09,239.12,0,0,17,2007-02-01 11:11:00
"673",1.364,0.09,239.23,0,0,18,2007-02-01 11:12:00
"674",1.36,0.09,238.87,0,0,17,2007-02-01 11:13:00
"675",1.354,0.088,238.7,0,0,18,2007-02-01 11:14:00
"676",1.43,0.198,237.86,0,0,17,2007-02-01 11:15:00
"677",1.422,0.204,237.83,0,2,17,2007-02-01 11:16:00
"678",1.418,0.204,237.83,0,1,18,2007-02-01 11:17:00
"679",1.402,0.176,238.13,0,1,17,2007-02-01 11:18:00
"680",1.362,0.106,238.75,0,2,18,2007-02-01 11:19:00
"681",1.358,0.104,238.35,0,1,17,2007-02-01 11:20:00
"682",1.364,0.108,238.95,0,2,18,2007-02-01 11:21:00
"683",1.37,0.108,238.83,0,1,17,2007-02-01 11:22:00
"684",1.366,0.106,238.4,0,1,17,2007-02-01 11:23:00
"685",1.398,0.126,238.99,0,2,18,2007-02-01 11:24:00
"686",1.484,0.242,239.32,0,1,18,2007-02-01 11:25:00
"687",1.474,0.238,238.87,0,2,17,2007-02-01 11:26:00
"688",1.478,0.242,239.49,0,1,18,2007-02-01 11:27:00
"689",1.488,0.248,240.61,0,1,17,2007-02-01 11:28:00
"690",1.49,0.25,241.02,0,2,18,2007-02-01 11:29:00
"691",1.476,0.246,240.24,0,1,18,2007-02-01 11:30:00
"692",1.476,0.25,240.92,0,1,18,2007-02-01 11:31:00
"693",1.468,0.246,240.32,0,1,17,2007-02-01 11:32:00
"694",1.464,0.244,240.03,0,2,18,2007-02-01 11:33:00
"695",1.462,0.244,240.01,0,1,18,2007-02-01 11:34:00
"696",1.458,0.244,239.9,0,1,17,2007-02-01 11:35:00
"697",1.45,0.238,239.08,0,1,18,2007-02-01 11:36:00
"698",1.452,0.238,238.84,0,2,17,2007-02-01 11:37:00
"699",1.446,0.236,238.42,0,1,18,2007-02-01 11:38:00
"700",1.44,0.232,237.9,0,1,17,2007-02-01 11:39:00
"701",1.378,0.14,238.37,0,1,17,2007-02-01 11:40:00
"702",1.352,0.104,238.42,0,1,18,2007-02-01 11:41:00
"703",1.35,0.104,238.11,0,2,17,2007-02-01 11:42:00
"704",1.348,0.096,238.53,0,1,18,2007-02-01 11:43:00
"705",1.28,0,238.17,0,0,17,2007-02-01 11:44:00
"706",1.276,0,238.43,0,0,17,2007-02-01 11:45:00
"707",1.28,0,238.85,0,0,18,2007-02-01 11:46:00
"708",1.29,0,239.86,0,0,18,2007-02-01 11:47:00
"709",1.29,0,239.75,0,0,17,2007-02-01 11:48:00
"710",1.292,0,239.88,0,0,18,2007-02-01 11:49:00
"711",1.292,0,239.92,0,0,17,2007-02-01 11:50:00
"712",1.302,0,240.82,0,0,18,2007-02-01 11:51:00
"713",1.306,0,240.54,0,0,18,2007-02-01 11:52:00
"714",1.292,0,239.26,0,0,17,2007-02-01 11:53:00
"715",1.378,0.072,240.71,0,0,18,2007-02-01 11:54:00
"716",1.39,0.1,241.46,0,0,18,2007-02-01 11:55:00
"717",1.384,0.098,241.06,0,0,18,2007-02-01 11:56:00
"718",1.392,0.1,241.62,0,0,18,2007-02-01 11:57:00
"719",1.386,0.1,241.65,0,0,18,2007-02-01 11:58:00
"720",1.37,0.094,240.38,0,0,17,2007-02-01 11:59:00
"721",1.36,0.09,239.57,0,0,18,2007-02-01 12:00:00
"722",1.36,0.092,239.84,0,0,18,2007-02-01 12:01:00
"723",1.364,0.094,240.16,0,0,17,2007-02-01 12:02:00
"724",1.362,0.094,240.03,0,0,18,2007-02-01 12:03:00
"725",1.37,0.096,240.87,0,0,18,2007-02-01 12:04:00
"726",1.362,0.06,240.89,0,0,17,2007-02-01 12:05:00
"727",1.402,0.122,240.03,0,0,18,2007-02-01 12:06:00
"728",1.406,0.122,239.96,0,0,18,2007-02-01 12:07:00
"729",1.402,0.122,239.85,0,0,17,2007-02-01 12:08:00
"730",1.404,0.124,240.33,0,0,18,2007-02-01 12:09:00
"731",1.398,0.122,240.04,0,0,18,2007-02-01 12:10:00
"732",1.4,0.126,240.82,0,0,17,2007-02-01 12:11:00
"733",1.392,0.122,240.14,0,0,18,2007-02-01 12:12:00
"734",1.384,0.12,239.51,0,0,18,2007-02-01 12:13:00
"735",1.39,0.122,240.31,0,0,17,2007-02-01 12:14:00
"736",1.39,0.124,240.32,0,0,18,2007-02-01 12:15:00
"737",1.386,0.122,239.93,0,0,18,2007-02-01 12:16:00
"738",1.096,0.128,240.77,0,0,13,2007-02-01 12:17:00
"739",0.326,0.136,241.03,0,0,0,2007-02-01 12:18:00
"740",0.326,0.136,241.12,0,0,0,2007-02-01 12:19:00
"741",0.326,0.134,240.62,0,0,0,2007-02-01 12:20:00
"742",0.262,0.046,240.8,0,0,0,2007-02-01 12:21:00
"743",0.23,0,240.13,0,0,0,2007-02-01 12:22:00
"744",0.23,0,240.02,0,0,0,2007-02-01 12:23:00
"745",0.23,0,240.29,0,0,0,2007-02-01 12:24:00
"746",0.23,0,240.12,0,0,0,2007-02-01 12:25:00
"747",0.23,0,240.44,0,0,0,2007-02-01 12:26:00
"748",0.232,0,241.37,0,0,0,2007-02-01 12:27:00
"749",0.232,0,240.88,0,0,0,2007-02-01 12:28:00
"750",0.232,0,240.69,0,0,0,2007-02-01 12:29:00
"751",0.23,0,240.53,0,0,0,2007-02-01 12:30:00
"752",0.232,0,240.86,0,0,0,2007-02-01 12:31:00
"753",0.232,0,241.09,0,0,0,2007-02-01 12:32:00
"754",0.232,0,240.89,0,0,0,2007-02-01 12:33:00
"755",0.234,0,241.73,0,0,0,2007-02-01 12:34:00
"756",0.234,0,241.73,0,0,0,2007-02-01 12:35:00
"757",0.232,0,240.81,0,0,0,2007-02-01 12:36:00
"758",0.232,0,241.28,0,0,0,2007-02-01 12:37:00
"759",0.234,0,241.36,0,0,0,2007-02-01 12:38:00
"760",0.232,0,241.29,0,0,0,2007-02-01 12:39:00
"761",0.258,0,241.52,0,0,0,2007-02-01 12:40:00
"762",0.31,0.11,241.68,0,0,0,2007-02-01 12:41:00
"763",0.31,0.11,241.81,0,0,0,2007-02-01 12:42:00
"764",0.312,0.114,242.6,0,0,0,2007-02-01 12:43:00
"765",0.312,0.114,242.79,0,0,0,2007-02-01 12:44:00
"766",0.31,0.11,241.72,0,0,0,2007-02-01 12:45:00
"767",0.368,0.168,241.22,0,0,0,2007-02-01 12:46:00
"768",0.416,0.238,240.73,0,0,0,2007-02-01 12:47:00
"769",0.408,0.236,240.18,0,0,0,2007-02-01 12:48:00
"770",0.408,0.24,240.85,0,0,0,2007-02-01 12:49:00
"771",0.408,0.246,241.96,0,0,0,2007-02-01 12:50:00
"772",0.404,0.242,241.97,0,0,0,2007-02-01 12:51:00
"773",0.334,0.14,241.7,0,0,0,2007-02-01 12:52:00
"774",0.334,0.14,241.46,0,0,0,2007-02-01 12:53:00
"775",0.332,0.14,241.55,0,0,0,2007-02-01 12:54:00
"776",0.332,0.142,241.69,0,0,0,2007-02-01 12:55:00
"777",0.33,0.138,241,0,0,0,2007-02-01 12:56:00
"778",0.33,0.14,241.44,0,0,0,2007-02-01 12:57:00
"779",0.328,0.14,241.43,0,0,0,2007-02-01 12:58:00
"780",0.33,0.144,241.87,0,0,0,2007-02-01 12:59:00
"781",0.328,0.144,241.75,0,0,0,2007-02-01 13:00:00
"782",0.328,0.142,241.64,0,0,0,2007-02-01 13:01:00
"783",0.258,0,242.02,0,0,0,2007-02-01 13:02:00
"784",0.234,0,241.53,0,0,0,2007-02-01 13:03:00
"785",0.232,0,241.24,0,0,0,2007-02-01 13:04:00
"786",0.234,0,241.48,0,0,0,2007-02-01 13:05:00
"787",0.232,0,240.55,0,0,0,2007-02-01 13:06:00
"788",0.232,0,240.42,0,0,0,2007-02-01 13:07:00
"789",0.23,0,239.88,0,0,0,2007-02-01 13:08:00
"790",0.23,0,239.49,0,0,0,2007-02-01 13:09:00
"791",0.228,0,238.82,0,0,0,2007-02-01 13:10:00
"792",0.228,0,238.19,0,0,0,2007-02-01 13:11:00
"793",0.228,0,238.19,0,0,0,2007-02-01 13:12:00
"794",0.228,0,238.58,0,0,0,2007-02-01 13:13:00
"795",0.228,0,238.71,0,0,0,2007-02-01 13:14:00
"796",0.228,0,238.24,0,0,0,2007-02-01 13:15:00
"797",0.228,0,238.77,0,0,0,2007-02-01 13:16:00
"798",0.23,0,239.4,0,0,0,2007-02-01 13:17:00
"799",0.23,0,239.48,0,0,0,2007-02-01 13:18:00
"800",0.23,0,239.56,0,0,0,2007-02-01 13:19:00
"801",0.23,0,239.85,0,0,0,2007-02-01 13:20:00
"802",0.232,0,240.43,0,0,0,2007-02-01 13:21:00
"803",0.24,0,240.47,0,0,0,2007-02-01 13:22:00
"804",0.238,0,240.47,0,0,0,2007-02-01 13:23:00
"805",0.238,0,240.5,0,0,0,2007-02-01 13:24:00
"806",0.238,0,240.69,0,0,0,2007-02-01 13:25:00
"807",0.238,0,240.74,0,0,0,2007-02-01 13:26:00
"808",0.312,0.068,241.95,0,0,0,2007-02-01 13:27:00
"809",0.422,0.248,242.06,0,0,0,2007-02-01 13:28:00
"810",0.418,0.246,241.72,0,0,0,2007-02-01 13:29:00
"811",0.416,0.248,241.88,0,0,0,2007-02-01 13:30:00
"812",0.416,0.25,242.27,0,0,0,2007-02-01 13:31:00
"813",0.412,0.248,241.79,0,0,0,2007-02-01 13:32:00
"814",0.408,0.246,241.45,0,0,0,2007-02-01 13:33:00
"815",0.404,0.242,240.96,0,0,0,2007-02-01 13:34:00
"816",0.402,0.242,240.98,0,0,0,2007-02-01 13:35:00
"817",0.4,0.24,240.73,0,0,0,2007-02-01 13:36:00
"818",0.406,0.238,240.4,0,0,0,2007-02-01 13:37:00
"819",0.396,0.228,240.13,0,0,0,2007-02-01 13:38:00
"820",0.332,0.136,240.3,0,0,0,2007-02-01 13:39:00
"821",0.33,0.132,239.62,0,0,0,2007-02-01 13:40:00
"822",0.328,0.13,239.11,0,0,0,2007-02-01 13:41:00
"823",0.328,0.128,238.64,0,0,0,2007-02-01 13:42:00
"824",0.248,0,239.75,0,0,0,2007-02-01 13:43:00
"825",0.288,0.052,239.77,0,0,0,2007-02-01 13:44:00
"826",0.316,0.122,239.76,0,1,0,2007-02-01 13:45:00
"827",0.312,0.12,239.61,0,1,0,2007-02-01 13:46:00
"828",0.312,0.12,239.58,0,1,0,2007-02-01 13:47:00
"829",0.312,0.116,238.77,0,2,0,2007-02-01 13:48:00
"830",0.312,0.116,238.69,0,1,0,2007-02-01 13:49:00
"831",0.312,0.116,238.73,0,1,0,2007-02-01 13:50:00
"832",0.314,0.118,239.09,0,2,0,2007-02-01 13:51:00
"833",0.32,0.12,239.44,0,1,0,2007-02-01 13:52:00
"834",0.32,0.12,239.72,0,2,0,2007-02-01 13:53:00
"835",0.32,0.12,239.77,0,1,0,2007-02-01 13:54:00
"836",0.318,0.12,239.65,0,1,0,2007-02-01 13:55:00
